operator,amenity,layer,opening_hours,parking_type,Parking Station Name,Coordinates,Rate Zone,Zone Info,Location ID,Geometry Type,CenterPoint,CenterPoint_rad,Distance to Nearest,CenterPoint_tuple,Distance to Others
N/A,parking,N/A,N/A,surface,Unnamed,"[[-74.0095902, 40.7378819], [-74.0095728, 40.7380851], [-74.0090438, 40.7380773], [-74.0090611, 40.7378807], [-74.0093644, 40.7378852], [-74.0094107, 40.7378845], [-74.0095591, 40.7378824], [-74.0095902, 40.7378819]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),158,LineString,"[-74.00931700000001, 40.7379829]","[-1.2917062588022123, 0.7110119322261479]",9.252513794435686,"(-74.00931700000001, 40.7379829)","[0.8179150806848603, 0.8179150806848603, 0.36896726800011875, 0.3781637124428914]"
N/A,parking,N/A,N/A,multi-storey,Unnamed,"[[-74.0063776, 40.7457898], [-74.0061642, 40.7456974], [-74.0059177, 40.745594], [-74.0058294, 40.7457156], [-74.005754, 40.7458194], [-74.0062152, 40.7460122], [-74.0063776, 40.7457898]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),246,LineString,"[-74.00606579999999, 40.7458031]","[-1.291649514657571, 0.7111484204643124]",2.9205933452535957,"(-74.00606579999999, 40.7458031)","[0.4407133981674194, 0.4407133981674194, 0.44356314186758405, 0.23758185362230738, 0.2195237647201617, 0.3687880325839449, 0.35666457989148653, 0.10961683646440748, 0.4612527253666192, 0.43101380822630675, 0.1057487570275824, 0.2645339646005972, 0.1350268906183426, 0.44900259986515734, 0.4297065237404808, 0.10794090462766515, 0.2633755467907628]"
Metropolitan Transportation Authority,parking,N/A,N/A,surface,Unnamed,"[[[[-73.9872551, 40.765531], [-73.9872404, 40.7655144], [-73.987169, 40.7654612], [-73.9870348, 40.7653986], [-73.986788, 40.7652961], [-73.9867826, 40.7653039], [-73.9865335, 40.7656465], [-73.98702, 40.7658533], [-73.9870843, 40.7657651], [-73.9871352, 40.7656954], [-73.9872551, 40.765531]]]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),48,MultiPolygon,"[-73.98702709090908, 40.765545136363635]","[-1.2913172264986055, 0.7114929839999062]",14.793495491401632,"(-73.98702709090908, 40.765545136363635)","[1.4693792035769637, 1.4693792035769637, 1.4596849111527908, 1.2273279900931007, 0.4894825873204619, 0.4617251511338812, 0.6741510262610023, 0.675563491676373, 0.8387437109718501, 1.0639116209200652, 1.0472573363031301, 1.1155248837890737, 0.7143003777192365, 0.6983941814553504, 0.8149360103575031, 0.8351612808720451, 1.0587217691660442, 1.04595810335134, 1.1009681557345394, 0.7107458555979614, 0.6836985866082618, 0.8102545804650074]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[[[-73.9907287, 40.757784], [-73.9901775, 40.7575493], [-73.990002, 40.7577923], [-73.9900795, 40.7578275], [-73.9902891, 40.757915], [-73.9901152, 40.7581557], [-73.9904549, 40.7583004], [-73.9904874, 40.7582554], [-73.9905777, 40.7581304], [-73.9906088, 40.7580872], [-73.9906565, 40.7580223], [-73.9906488, 40.7580192], [-73.9905901, 40.7579947], [-73.9905702, 40.7579864], [-73.9905114, 40.7579618], [-73.9905789, 40.7578684], [-73.9905737, 40.7578568], [-73.9905809, 40.7578468], [-73.9905975, 40.7578432], [-73.9906222, 40.7578091], [-73.9906167, 40.7577972], [-73.99065, 40.7577511], [-73.9907287, 40.757784]]]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),48,MultiPolygon,"[-73.99049766956522, 40.757927747826095]","[-1.2913777995231044, 0.7113600354895224]",14.71353272966765,"(-73.99049766956522, 40.757927747826095)","[1.4693792035769637, 1.4693792035769637, 1.4596849111527908, 1.2273279900931007, 0.4894825873204619, 0.4617251511338812, 0.6741510262610023, 0.675563491676373, 0.8387437109718501, 1.0639116209200652, 1.0472573363031301, 1.1155248837890737, 0.7143003777192365, 0.6983941814553504, 0.8149360103575031, 0.8351612808720451, 1.0587217691660442, 1.04595810335134, 1.1009681557345394, 0.7107458555979614, 0.6836985866082618, 0.8102545804650074]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9985927, 40.7631305], [-73.9986309, 40.7630781], [-73.9988117, 40.7628301], [-73.9979217, 40.7624524], [-73.9978632, 40.7625343], [-73.9977967, 40.7625061], [-73.997732, 40.7624785], [-73.997624, 40.7626231], [-73.9976009, 40.7626131], [-73.9975902, 40.7626274], [-73.9972972, 40.7625009], [-73.9972564, 40.7625626], [-73.9975702, 40.7626982], [-73.9974374, 40.7628759], [-73.9975329, 40.7629166], [-73.9984603, 40.7633121], [-73.9985927, 40.7631305]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),50,LineString,"[-73.99803405, 40.762882250000004]","[-1.2915093341753743, 0.7114465078652544]",14.097787252368779,"(-73.99803405, 40.762882250000004)","[0.6981798576724682, 0.6567606970928109, 0.04192157496552177, 0.048409932419200816, 0.01409778725236878, 0.6495842295978506, 0.6495842295978506, 0.001666765102184626, 0.4097431690687128, 0.4381291943808845, 0.15239925827484388, 0.14726209621497108]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9921234, 40.766336], [-73.9921053, 40.7663574], [-73.9918719, 40.7662613], [-73.9918932, 40.766233], [-73.9919732, 40.7661227], [-73.9920454, 40.7660232], [-73.9919986, 40.7660035], [-73.9920439, 40.7659405], [-73.9921422, 40.7658055], [-73.9921508, 40.7657937], [-73.9921572, 40.7657843], [-73.9924168, 40.7658951], [-73.9923155, 40.7660354], [-73.9922041, 40.7661865], [-73.9922226, 40.7661985], [-73.9921234, 40.766336]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),50,LineString,"[-73.99214435, 40.76607085]","[-1.2914065395184195, 0.7115021594337834]",1.666765102184626,"(-73.99214435, 40.76607085)","[0.6981798576724682, 0.6567606970928109, 0.04192157496552177, 0.048409932419200816, 0.01409778725236878, 0.6495842295978506, 0.6495842295978506, 0.001666765102184626, 0.4097431690687128, 0.4381291943808845, 0.15239925827484388, 0.14726209621497108]"
Icon Parking,parking,N/A,N/A,surface,Unnamed,"[[-74.0055272, 40.7080442], [-74.0052602, 40.7081496], [-74.0051675, 40.7079504], [-74.005104, 40.7079725], [-74.0050979, 40.707974], [-74.0050786, 40.7079302], [-74.0050078, 40.7079483], [-74.0049976, 40.7079403], [-74.0049284, 40.7078109], [-74.0049166, 40.7077886], [-74.0049063, 40.7077679], [-74.0048927, 40.7077449], [-74.0048626, 40.7076858], [-74.00528, 40.7075437], [-74.00529, 40.7075666], [-74.0053053, 40.7076017], [-74.0053173, 40.7076286], [-74.0053232, 40.7076419], [-74.0053508, 40.7076984], [-74.0053764, 40.7077508], [-74.0054216, 40.7077995], [-74.005473, 40.7078548], [-74.0054337, 40.7078778], [-74.0054695, 40.7079395], [-74.0054878, 40.7079713], [-74.005494, 40.7079831], [-74.0055073, 40.708008], [-74.0055272, 40.7080442]]",Financial District,Zone M1 - (Commercial Vehicles $6.00 1st Hour / $7.00 2nd Hour / $8.00 3rd Hour - All Vehicles $4.50 1st Hour / $7.50 2nd Hour),87,LineString,"[-74.00519489999999, 40.70784665]","[-1.2916343145851157, 0.7104859554394437]",5.351341924553906,"(-74.00519489999999, 40.70784665)","[0.4155796102015167, 0.0007135845554963285, 0.0007135845554963285, 0.08259704869623331, 0.08672115083763217, 0.2807804732311854, 0.2859300116551623, 0.10776623412343622, 0.10287861760420984]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9878107, 40.7456087], [-73.9875302, 40.7454911], [-73.9875452, 40.7454711], [-73.9877014, 40.7452595], [-73.9878742, 40.7450213], [-73.9881144, 40.7451252], [-73.9879659, 40.7453258], [-73.9880035, 40.7453419], [-73.9879783, 40.7453789], [-73.9878107, 40.7456087]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),164,LineString,"[-73.9878223, 40.745315]","[-1.291331105515484, 0.7111399015122333]",4.616815074838065,"(-73.9878223, 40.745315)","[0.07391084946154317, 0.3262513467095463, 0.3262513467095463, 0.1321822607256353, 0.13585582875853944, 0.07972010214309733, 0.07993787157329207, 0.3589018777777605, 0.3634552417351211]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9947398, 40.7444894], [-73.9945797, 40.7444219], [-73.9946655, 40.7443042], [-73.994657, 40.7443006], [-73.9947354, 40.7441929], [-73.9947412, 40.7441837], [-73.9947555, 40.7441897], [-73.9948396, 40.7442252], [-73.994818, 40.7442548], [-73.9948889, 40.7442847], [-73.9948438, 40.744346], [-73.9947818, 40.7444314], [-73.9947398, 40.7444894]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),90,LineString,"[-73.9947343, 40.74433655]","[-1.2914517426733816, 0.7111228243381672]",3.5056887448409157,"(-73.9947343, 40.74433655)","[0.11185226256704218, 0.004434785661822888, 0.004434785661822888, 0.19896672218728476, 0.1960336824014159]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9911522, 40.7423662], [-73.991019, 40.7423029], [-73.990873, 40.7425038], [-73.9908368, 40.7424886], [-73.9908037, 40.7425333], [-73.9907712, 40.742578], [-73.990831, 40.7426031], [-73.9906984, 40.7427857], [-73.9908222, 40.742841], [-73.9909623, 40.7426482], [-73.9909508, 40.7426434], [-73.9911522, 40.7423662]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),234,LineString,"[-73.9909253, 40.74257195]","[-1.2913852630821732, 0.7110920262581865]",2.200669450214937,"(-73.9909253, 40.74257195)","[0.27343546514414274, 0.27343546514414274, 0.23120991557196208, 0.20636708625020672, 0.11880700527448587, 0.16445421855781267, 0.20756697092141085, 0.11901692060075224, 0.16118780327710852, 0.5048210857177555, 0.5041776250314546, 0.04783405713488462, 0.04285756221121384, 0.16803608928342517, 0.4329565533260956, 0.17011656672405828, 0.42978864829539976, 0.23231597409586674]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9886226, 40.7393531], [-73.9887671, 40.7391543], [-73.9886033, 40.739091], [-73.9884619, 40.7392856], [-73.9886226, 40.7393531]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),234,LineString,"[-73.98861450000001, 40.73922205]","[-1.2913449320138182, 0.711033559473574]",3.3538946286029434,"(-73.98861450000001, 40.73922205)","[0.27343546514414274, 0.27343546514414274, 0.23120991557196208, 0.20636708625020672, 0.11880700527448587, 0.16445421855781267, 0.20756697092141085, 0.11901692060075224, 0.16118780327710852, 0.5048210857177555, 0.5041776250314546, 0.04783405713488462, 0.04285756221121384, 0.16803608928342517, 0.4329565533260956, 0.17011656672405828, 0.42978864829539976, 0.23231597409586674]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[[[-73.9988117, 40.7628301], [-73.9979217, 40.7624524], [-73.9978632, 40.7625343], [-73.9977967, 40.7625061], [-73.997732, 40.7624785], [-73.997624, 40.7626231], [-73.9976009, 40.7626131], [-73.9975902, 40.7626274], [-73.9972972, 40.7625009], [-73.9972564, 40.7625626], [-73.9975702, 40.7626982], [-73.9974374, 40.7628759], [-73.9975329, 40.7629166], [-73.9984603, 40.7633121], [-73.9985927, 40.7631305], [-73.9986309, 40.7630781], [-73.9988117, 40.7628301]]]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),50,MultiPolygon,"[-73.99791353529412, 40.762739411764706]","[-1.2915072307969595, 0.7114440148677507]",14.097787252368779,"(-73.99791353529412, 40.762739411764706)","[0.6981798576724682, 0.6567606970928109, 0.04192157496552177, 0.048409932419200816, 0.01409778725236878, 0.6495842295978506, 0.6495842295978506, 0.001666765102184626, 0.4097431690687128, 0.4381291943808845, 0.15239925827484388, 0.14726209621497108]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9864905, 40.7148962], [-73.9860344, 40.715148], [-73.9858312, 40.7149427], [-73.9858136, 40.7149259], [-73.9857806, 40.7146694], [-73.9857084, 40.7146733], [-73.985696, 40.7145443], [-73.9863071, 40.7144976], [-73.9864411, 40.7144874], [-73.9864827, 40.7147652], [-73.9864905, 40.7148962]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),232,LineString,"[-73.98609325000001, 40.7148177]","[-1.2913009279000522, 0.7106076232142648]",1.6120448033714725,"(-73.98609325000001, 40.7148177)","[0.14526844682126827, 0.3562459371341954, 0.28322962360894893, 0.14640242954712732, 0.36034258107034234, 0.2861604021857417, 0.521445894049211, 0.32511444781869436, 0.3679374325770248, 0.24837979371481408, 0.21045825529146545, 0.5207317815242523, 0.32356894113847035, 0.3693478977379199, 0.2437984025042058, 0.20871117205080184, 0.847684465108982, 0.9737934676573197, 0.8371766107101469, 0.93834570733879, 0.9877990347748025, 0.8875448692879423, 0.7811088681764845, 0.8852443224783594, 1.006973291298947, 1.1322504578230157, 1.0454746083883097, 0.7755155703512686, 1.217627933352996, 0.381295710461183, 0.9788893800336025, 0.8821655777531047, 0.7761615197677504, 0.8774524415191945, 1.0075008801108933, 1.1282579937641677, 1.0371886784551416, 0.7779701843789656, 1.217686851010294, 0.3789246310556528, 0.24276772895991172, 0.003375931488316558, 0.4191598842740528, 0.23882539263278077, 0.23882539263278077, 0.21855111529092044, 0.2656166607717448, 0.42227264989250457, 0.436640967558242, 0.26138479031378575, 0.4212770939415928, 0.43456411322713]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-74.0054434, 40.743], [-74.0049349, 40.7427903], [-74.005029, 40.7426637], [-74.0050628, 40.7426781], [-74.0055335, 40.7428785], [-74.0054984, 40.7429258], [-74.0054434, 40.743]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),68,LineString,"[-74.00523419999999, 40.74283185]","[-1.2916350004995116, 0.7110965623689125]",6.292143007469614,"(-74.00523419999999, 40.74283185)","[0.5758341706928436, 0.5758341706928436, 0.5751283281738924, 0.9003341884762356, 0.9219871754551917, 0.8918490172571618, 0.9192400873049903, 0.26049323606943264, 0.7191179463196401, 0.2664651524558921, 0.7185257593907802, 0.18655457864520816, 0.2132722802811169, 0.19117662752025186, 0.21471008727087382, 0.18955831184433572, 0.19128626713992683, 0.8962951761368342, 0.8889209372140224]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9986867, 40.7093488], [-73.9985878, 40.7089992], [-73.9978173, 40.7091257], [-73.9978652, 40.7093139], [-73.9973724, 40.7093873], [-73.9974194, 40.7095473], [-73.9986867, 40.7093488]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),45,LineString,"[-73.99802955, 40.709273249999995]","[-1.2915092556355579, 0.7105108543065526]",3.697619737031059,"(-73.99802955, 40.709273249999995)","[0.4227303172539327, 0.09416185432205261, 0.18003499091715197, 0.17557478650714056, 0.1941557709711836, 0.16380243479038756, 0.09535227056711951, 0.17947637766270264, 0.17487599418753302, 0.19300749212406013, 0.16205423019281878, 0.470564642588916, 0.4262177970315842, 0.470066055934167, 0.4205109670558988, 0.1899449824020834, 0.4231209632487934, 0.5679491993928526, 0.1862608516621544, 0.4248771984734031, 0.5608669874146671, 0.6149203476334494, 0.6136159584143371, 0.08761535874764398, 0.0952618575966987, 0.04981372504752644, 0.22067457451073208, 0.049893175175393836, 0.22078537788146088, 0.12376970397759213, 0.12376970397759213, 0.0013036490655380301, 0.125632451990968]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9984134, 40.7553184], [-73.9983288, 40.7552829], [-73.9981671, 40.7552152], [-73.9981055, 40.7551893], [-73.9980893, 40.7551824], [-73.9980798, 40.7551953], [-73.9980695, 40.7552089], [-73.9980336, 40.7552575], [-73.9980254, 40.7552754], [-73.9980073, 40.7552999], [-73.9979437, 40.7553863], [-73.9979168, 40.7554237], [-73.9978278, 40.7555477], [-73.9977922, 40.7555973], [-73.9981089, 40.7557265], [-73.9984134, 40.7553184]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),68,LineString,"[-73.9981028, 40.75545445]","[-1.291510534089235, 0.7113168682990747]",4.186397674374492,"(-73.9981028, 40.75545445)","[0.5758341706928436, 0.5758341706928436, 0.5751283281738924, 0.9003341884762356, 0.9219871754551917, 0.8918490172571618, 0.9192400873049903, 0.26049323606943264, 0.7191179463196401, 0.2664651524558921, 0.7185257593907802, 0.18655457864520816, 0.2132722802811169, 0.19117662752025186, 0.21471008727087382, 0.18955831184433572, 0.19128626713992683, 0.8962951761368342, 0.8889209372140224]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9524876, 40.8301857], [-73.9522338, 40.8305494], [-73.9516439, 40.8303138], [-73.951702, 40.8302305], [-73.9518978, 40.82995], [-73.9524876, 40.8301857]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),116,LineString,"[-73.95206575, 40.830249699999996]","[-1.2907070359888297, 0.7126222916764269]",1.1595719372561724,"(-73.95206575, 40.830249699999996)","[0.3731776933487019, 0.3786701001132313, 0.3786701001132313, 0.4375269283779194, 0.3775335088603709, 0.4330342598341683]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9516142, 40.8310477], [-73.9513958, 40.8313747], [-73.9516153, 40.8314586], [-73.9518338, 40.8311317], [-73.9516142, 40.8310477]]",Outerborough,Zone 3 - (All Vehicles $1.25 1st Hour / $2.00 2nd Hour),116,LineString,"[-73.9516148, 40.831253149999995]","[-1.290699165426568, 0.712639805182806]",4.924949417256501,"(-73.9516148, 40.831253149999995)","[0.3731776933487019, 0.3786701001132313, 0.3786701001132313, 0.4375269283779194, 0.3775335088603709, 0.4330342598341683]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9872254, 40.7237873], [-73.9861034, 40.7233158], [-73.9859692, 40.7234993], [-73.9863643, 40.7236653], [-73.9863274, 40.7237158], [-73.9870542, 40.7240213], [-73.9872254, 40.7237873]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),79,LineString,"[-73.9865973, 40.72366855]","[-1.2913097252321468, 0.710762099688365]",1.484894246551986,"(-73.9865973, 40.72366855)","[0.006366643061278935, 0.006366643061278935, 0.2697498834132662, 0.2546012784473165, 0.4276340622161106, 0.268373449751446, 0.25323377875107567, 0.4298471743138506, 0.15053836884077706, 0.15163486478323435, 0.12845695385395267, 0.2697041446863251, 0.126213275159288, 0.2697959575149797, 0.3543726666175223, 0.27560634052638583, 0.3550832156680663, 0.2644676087701643]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-74.0086546, 40.7278872], [-74.0082972, 40.7278541], [-74.0082745, 40.7279946], [-74.0082714, 40.7280136], [-74.008263, 40.7280648], [-74.0086199, 40.728098], [-74.0086546, 40.7278872]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),125,LineString,"[-74.0084588, 40.72797605]","[-1.2916912803865717, 0.7108372797458947]",2.8057974556076553,"(-74.0084588, 40.72797605)","[0.16944449367121275, 0.0026301034848936417, 0.039690921792044816, 0.17304135518958563, 0.02142425920268027, 0.16690572174266502, 0.16690572174266502, 0.2005771639696187, 0.33115574763930333, 0.1410221247297871, 0.19101548596316217, 0.18881361750140857]"
