operator,amenity,layer,opening_hours,Geometry Type,Parking Station Name,Coordinates,Location ID,parking_type,Rate Zone,Zone Info,CenterPoint,CenterPoint_rad
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9650222, 40.7982825], [-73.9652891, 40.7979343], [-73.965271, 40.7979269], [-73.9651341, 40.7978706], [-73.9649914, 40.7978099], [-73.9649788, 40.797827], [-73.9649599, 40.797819], [-73.9648786, 40.7979295], [-73.9647799, 40.7978876], [-73.9648613, 40.7977771], [-73.9648395, 40.7977678], [-73.9648521, 40.7977507], [-73.964701, 40.7976864], [-73.9646925, 40.7976979], [-73.9646225, 40.7976681], [-73.9645022, 40.7978315], [-73.9646228, 40.7978827], [-73.9646168, 40.7978909], [-73.9646852, 40.79792], [-73.964682, 40.7979243], [-73.9647068, 40.7979348], [-73.9646726, 40.7979812], [-73.9646479, 40.7979707], [-73.964645, 40.7979746], [-73.9645728, 40.7979439], [-73.9644951, 40.7980551], [-73.9650222, 40.7982825]]",151,N/A,N/A,N/A,"[-73.9648921, 40.797975300000004]","[-1.2909308980273428, 0.7120589971323215]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9673603, 40.7947341], [-73.9671047, 40.7950958], [-73.9669036, 40.7950143], [-73.9671592, 40.7946527], [-73.9673603, 40.7947341]]",151,surface,N/A,N/A,"[-73.96713195, 40.79487425]","[-1.2909699907845937, 0.7120048735995523]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9676137, 40.7946364], [-73.9675306, 40.7947522], [-73.9676743, 40.7948113], [-73.9677125, 40.794758], [-73.9679857, 40.7948703], [-73.9675732, 40.7954453], [-73.9673048, 40.7953349], [-73.967341, 40.7952844], [-73.9671816, 40.7952189], [-73.9670772, 40.7953644], [-73.9676112, 40.795584], [-73.9681367, 40.7948515], [-73.9676137, 40.7946364]]",151,surface,N/A,N/A,"[-73.96760695, 40.795110199999996]","[-1.2909782810985408, 0.7120089917039224]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9423086, 40.8349002], [-73.9422433, 40.834996], [-73.9421244, 40.8349437], [-73.9420086, 40.8348932], [-73.9420237, 40.8348564], [-73.9420651, 40.8347996], [-73.9420411, 40.8347895], [-73.9420299, 40.834794], [-73.9420213, 40.8347827], [-73.9420302, 40.8347705], [-73.9420357, 40.8347729], [-73.9420893, 40.8346992], [-73.9420838, 40.8346969], [-73.9420909, 40.8346866], [-73.9421069, 40.8346875], [-73.9421115, 40.8346972], [-73.9421331, 40.8347063], [-73.9421774, 40.8346455], [-73.942411, 40.8347543], [-73.9423086, 40.8349002]]",244,N/A,N/A,N/A,"[-73.9422098, 40.83482075]","[-1.2905350172104177, 0.7127020715492003]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9895243, 40.7105738], [-73.9894813, 40.7102567], [-73.9882006, 40.7104157], [-73.9882449, 40.7106871], [-73.9885708, 40.7106545], [-73.9885828, 40.710745], [-73.9888027, 40.7107257], [-73.988788, 40.7106627], [-73.9889992, 40.7106365], [-73.9889959, 40.7106154], [-73.9892158, 40.7105926], [-73.9893327, 40.7105869], [-73.9895243, 40.7105738]]",232,N/A,N/A,N/A,"[-73.98886245, 40.71050085]","[-1.2913492595576983, 0.7105322799684503]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9880823, 40.7106554], [-73.9880416, 40.7104382], [-73.987348, 40.7105181], [-73.9873887, 40.7107262], [-73.9880823, 40.7106554]]",232,N/A,N/A,N/A,"[-73.98771515, 40.710582200000005]","[-1.2913292353951902, 0.7105336997937968]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-74.0083179, 40.7185135], [-74.0083724, 40.7185382], [-74.0084177, 40.7185367], [-74.0086658, 40.7185712], [-74.008747, 40.7183098], [-74.0086102, 40.7182466], [-74.0085542, 40.718318], [-74.0085462, 40.7183144], [-74.0085359, 40.7183275], [-74.0084979, 40.7183103], [-74.0084834, 40.7183289], [-74.008468, 40.7183219], [-74.0083638, 40.7184549], [-74.0083179, 40.7185135]]",231,surface,N/A,N/A,"[-74.00853244999999, 40.7184089]","[-1.2916925658215654, 0.7106703014783625]"
N/A,parking,N/A,N/A,LineString,Park Fast,"[[-74.0075759, 40.7181188], [-74.0078802, 40.7182569], [-74.0079008, 40.7182305], [-74.0080776, 40.718005], [-74.0076114, 40.7177954], [-74.0074785, 40.7179669], [-74.0076381, 40.7180393], [-74.0075759, 40.7181188]]",231,surface,N/A,N/A,"[-74.00777805, 40.71802615]","[-1.2916793990576887, 0.7106636212306505]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-74.0106796, 40.7155018], [-74.0104503, 40.7154032], [-74.0102752, 40.715629], [-74.0102646, 40.7156423], [-74.0103313, 40.7156722], [-74.0104048, 40.7157051], [-74.0103992, 40.7157123], [-74.0104751, 40.7157463], [-74.0104874, 40.7157514], [-74.0105463, 40.7156731], [-74.0106796, 40.7155018]]",231,surface,N/A,N/A,"[-74.0104721, 40.7155773]","[-1.291726419100402, 0.7106208807352631]"
N/A,parking,N/A,N/A,LineString,Speedy Park,"[[-74.009873, 40.7149439], [-74.0100265, 40.7150093], [-74.0101595, 40.7148382], [-74.0100818, 40.7148042], [-74.0100468, 40.7148492], [-74.0099727, 40.7148158], [-74.009873, 40.7149439]]",231,surface,N/A,N/A,"[-74.01001625, 40.71490675]","[-1.2917184630170069, 0.7106091774299638]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-74.0072094, 40.7078736], [-74.0072234, 40.7078517], [-74.0072651, 40.7077997], [-74.0070076, 40.7076967], [-74.0069485, 40.7077726], [-74.0072094, 40.7078736]]",87,surface,N/A,N/A,"[-74.0071068, 40.70778515]","[-1.2916676835350847, 0.7104848820619537]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-74.0034066, 40.7206686], [-74.0032603, 40.7208536], [-74.0033347, 40.7208882], [-74.003301, 40.7209308], [-74.0033277, 40.7209469], [-74.003303, 40.7209744], [-74.0032052, 40.7210896], [-74.0031817, 40.7210834], [-74.0028944, 40.7209422], [-74.0032349, 40.7205533], [-74.0034066, 40.7206686]]",211,surface,N/A,N/A,"[-74.0031505, 40.72082145]","[-1.291598633073888, 0.7107124084192316]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.997547, 40.7202514], [-73.997332, 40.720599], [-73.9971083, 40.7205072], [-73.9971563, 40.7204059], [-73.9972168, 40.7202571], [-73.9972369, 40.720222], [-73.9973067, 40.7202451], [-73.9973212, 40.7202198], [-73.9973366, 40.7202249], [-73.9973574, 40.7201884], [-73.9973702, 40.7201863], [-73.997547, 40.7202514]]",144,surface,N/A,N/A,"[-73.99732764999999, 40.72039265]","[-1.291497005169538, 0.710704924447399]"
N/A,parking,N/A,24/7,LineString,Edison ParkFast,"[[-73.9932645, 40.7274708], [-73.9934125, 40.7272951], [-73.9927286, 40.7269493], [-73.9925572, 40.7271503], [-73.9925112, 40.7272043], [-73.9925353, 40.7272156], [-73.9926838, 40.7272889], [-73.9928411, 40.7273659], [-73.9929035, 40.7272927], [-73.9932645, 40.7274708]]",114,surface,N/A,N/A,"[-73.99296185, 40.72721005]","[-1.2914208075850546, 0.7108239105238243]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9984134, 40.7553184], [-73.9983288, 40.7552829], [-73.9981671, 40.7552152], [-73.9981055, 40.7551893], [-73.9980893, 40.7551824], [-73.9980798, 40.7551953], [-73.9980695, 40.7552089], [-73.9980336, 40.7552575], [-73.9980254, 40.7552754], [-73.9980073, 40.7552999], [-73.9979437, 40.7553863], [-73.9979168, 40.7554237], [-73.9978278, 40.7555477], [-73.9977922, 40.7555973], [-73.9981089, 40.7557265], [-73.9984134, 40.7553184]]]]",68,surface,N/A,N/A,"[-73.99808265625, 40.75533906875]","[-1.291510182514474, 0.7113148545163671]"
N/A,parking,N/A,N/A,MultiPolygon,Village View Parking Area 3,"[[[[-73.985041, 40.7251842], [-73.9847955, 40.7250832], [-73.9848206, 40.7250484], [-73.9845284, 40.7249271], [-73.9844586, 40.7250235], [-73.9847886, 40.7251605], [-73.9844772, 40.7255913], [-73.9846822, 40.7256753], [-73.985041, 40.7251842]]]]",79,surface,N/A,N/A,"[-73.98473701111111, 40.72520863333333]","[-1.2912772570659974, 0.7107889792132868]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9860403, 40.7771791], [-73.9854406, 40.7769269], [-73.9852961, 40.7771239], [-73.9858248, 40.7773462], [-73.9858615, 40.7772961], [-73.9858342, 40.777222], [-73.9858512, 40.7772035], [-73.9860403, 40.7771791]]]]",143,N/A,N/A,N/A,"[-73.98577362500001, 40.7771846]","[-1.2912953493914305, 0.7116961309635269]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.985068, 40.7767841], [-73.9850578, 40.7766943], [-73.9849856, 40.7766378], [-73.9848777, 40.7766248], [-73.9847825, 40.7766618], [-73.9844498, 40.7771134], [-73.9847364, 40.7772344], [-73.985068, 40.7767841]]]]",143,N/A,N/A,N/A,"[-73.984878225, 40.77681683749999]","[-1.291279721713308, 0.7116897122970365]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9855824, 40.7760578], [-73.9853049, 40.7759427], [-73.9850067, 40.7763552], [-73.9850093, 40.776425], [-73.98505, 40.7764865], [-73.9851341, 40.7765171], [-73.9852181, 40.7765064], [-73.9852883, 40.7764644], [-73.9855824, 40.7760578]]]]",143,surface,N/A,N/A,"[-73.98524179999998, 40.776312544444444]","[-1.2912860672941358, 0.7116809107228221]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9652891, 40.7979343], [-73.965271, 40.7979269], [-73.9651341, 40.7978706], [-73.9649914, 40.7978099], [-73.9649788, 40.797827], [-73.9649599, 40.797819], [-73.9648786, 40.7979295], [-73.9647799, 40.7978876], [-73.9648613, 40.7977771], [-73.9648395, 40.7977678], [-73.9648521, 40.7977507], [-73.964701, 40.7976864], [-73.9646925, 40.7976979], [-73.9646225, 40.7976681], [-73.9645022, 40.7978315], [-73.9646228, 40.7978827], [-73.9646168, 40.7978909], [-73.9646852, 40.79792], [-73.964682, 40.7979243], [-73.9647068, 40.7979348], [-73.9646726, 40.7979812], [-73.9646479, 40.7979707], [-73.964645, 40.7979746], [-73.9645728, 40.7979439], [-73.9644951, 40.7980551], [-73.9650222, 40.7982825], [-73.9652891, 40.7979343]]]]",151,N/A,N/A,N/A,"[-73.96481526666668, 40.79788441851851]","[-1.290929557032701, 0.7120574109512402]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9895243, 40.7105738], [-73.9894813, 40.7102567], [-73.9882006, 40.7104157], [-73.9882449, 40.7106871], [-73.9885708, 40.7106545], [-73.9885828, 40.710745], [-73.9888027, 40.7107257], [-73.988788, 40.7106627], [-73.9889992, 40.7106365], [-73.9889959, 40.7106154], [-73.9892158, 40.7105926], [-73.9893327, 40.7105869], [-73.9895243, 40.7105738]]]]",232,N/A,N/A,N/A,"[-73.98894333076922, 40.71059433846154]","[-1.2913506711934228, 0.7105339116499166]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9744263, 40.7364197], [-73.9740204, 40.7362499], [-73.9740157, 40.7363339], [-73.973946, 40.7363756], [-73.9738494, 40.7365075], [-73.9743193, 40.7366964], [-73.9743269, 40.736676], [-73.9743451, 40.7366347], [-73.9744263, 40.7364197]]]]",137,surface,N/A,N/A,"[-73.97418615555554, 40.73647926666667]","[-1.2910931098976504, 0.7109856888737386]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-74.0034066, 40.7206686], [-74.0032349, 40.7205533], [-74.0028944, 40.7209422], [-74.0031817, 40.7210834], [-74.0032052, 40.7210896], [-74.003303, 40.7209744], [-74.0033277, 40.7209469], [-74.003301, 40.7209308], [-74.0033347, 40.7208882], [-74.0032603, 40.7208536], [-74.0034066, 40.7206686]]]]",211,surface,N/A,N/A,"[-74.00325964545453, 40.72087269090909]","[-1.2916005380214333, 0.7107133027418069]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.997547, 40.7202514], [-73.9973702, 40.7201863], [-73.9973574, 40.7201884], [-73.9973366, 40.7202249], [-73.9973212, 40.7202198], [-73.9973067, 40.7202451], [-73.9972369, 40.720222], [-73.9972168, 40.7202571], [-73.9971563, 40.7204059], [-73.9971083, 40.7205072], [-73.997332, 40.720599], [-73.997547, 40.7202514]]]]",144,surface,N/A,N/A,"[-73.9973197, 40.72029654166666]","[-1.2914968664158628, 0.7107032470405437]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-74.0013659, 40.7181825], [-74.0012085, 40.7181129], [-74.001063, 40.7183012], [-74.0012111, 40.7183837], [-74.0012286, 40.7183597], [-74.0013659, 40.7181825]]",231,surface,N/A,N/A,"[-74.00121444999999, 40.7182483]","[-1.2915648426269046, 0.7106674984795838]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9574875, 40.7710888], [-73.957377, 40.7710417], [-73.9571577, 40.7713341], [-73.9572764, 40.7713842], [-73.9574875, 40.7710888]]",141,N/A,N/A,N/A,"[-73.9573226, 40.77121295]","[-1.2907987853296132, 0.7115919060092502]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9324209, 40.864156], [-73.9323814, 40.8641979], [-73.931923, 40.8640291], [-73.9319542, 40.8639767], [-73.9319912, 40.8639929], [-73.9320279, 40.8640061], [-73.9321267, 40.8640358], [-73.9323028, 40.8640934], [-73.9323428, 40.86411], [-73.932387, 40.8641338], [-73.9324209, 40.864156]]",243,street_side,N/A,N/A,"[-73.93217195, 40.8640873]","[-1.2903598236780964, 0.7132128692073998]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9895161, 40.7324415], [-73.9895442, 40.732403], [-73.9895802, 40.7323534], [-73.9896152, 40.7323054], [-73.989627, 40.7323104], [-73.9897098, 40.7321966], [-73.9896186, 40.7321614], [-73.9895282, 40.7321246], [-73.989514, 40.7321442], [-73.9894192, 40.7322773], [-73.9894082, 40.7322927], [-73.9893495, 40.7323707], [-73.9894386, 40.7324086], [-73.9895161, 40.7324415]]",79,surface,N/A,N/A,"[-73.98952965000001, 40.73228305]","[-1.2913609043944678, 0.710912451076778]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9319961, 40.8657829], [-73.9319405, 40.8657443], [-73.9318501, 40.8657733], [-73.9317495, 40.8657874], [-73.9316711, 40.8657848], [-73.9315924, 40.8657753], [-73.9315944, 40.8658639], [-73.9317365, 40.8658802], [-73.9318398, 40.8658771], [-73.9319122, 40.8658609], [-73.9319511, 40.865827], [-73.9319961, 40.8657829]]",243,N/A,N/A,N/A,"[-73.93179425, 40.865812250000005]","[-1.2903532315695116, 0.7132429752643322]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9441272, 40.8078076], [-73.9441987, 40.8077113], [-73.9440798, 40.8076609], [-73.9440078, 40.8077577], [-73.9439194, 40.8078782], [-73.9440386, 40.8079281], [-73.9441272, 40.8078076]]",41,N/A,N/A,N/A,"[-73.94405904999999, 40.8077945]","[-1.2905672927116103, 0.7122303745022331]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9754162, 40.7467028], [-73.9756117, 40.7464377], [-73.9754642, 40.7463825], [-73.9750602, 40.7462043], [-73.9748647, 40.7464694], [-73.9754162, 40.7467028]]",170,surface,N/A,N/A,"[-73.9752382, 40.74645355]","[-1.2911114715370837, 0.7111597729584319]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9932424, 40.7287484], [-73.9927979, 40.7285297], [-73.9926855, 40.7286555], [-73.9931341, 40.7288748], [-73.9932424, 40.7287484]]",113,surface,N/A,N/A,"[-73.99296394999999, 40.72870225]","[-1.2914208442369688, 0.7108499543269227]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9775697, 40.7727106], [-73.9776469, 40.7725783], [-73.9777318, 40.7724329], [-73.9782757, 40.7726149], [-73.978194, 40.7727548], [-73.9781135, 40.7728926], [-73.9775697, 40.7727106]]",43,surface,N/A,N/A,"[-73.9779227, 40.772662749999995]","[-1.2911583249008531, 0.7116172097927456]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9761971, 40.7982069], [-73.9759615, 40.7981754], [-73.9760093, 40.7979346], [-73.9760323, 40.7975636], [-73.9762774, 40.797572], [-73.976238, 40.7979601], [-73.9761971, 40.7982069]]",238,N/A,N/A,N/A,"[-73.97611945, 40.79788524999999]","[-1.2911268522511168, 0.7120574254633297]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9761681, 40.7438387], [-73.9763307, 40.743616], [-73.976303, 40.743604], [-73.9762803, 40.7435946], [-73.9762978, 40.7435705], [-73.9761603, 40.7435132], [-73.9761436, 40.7435362], [-73.9752633, 40.7431696], [-73.975281, 40.7431452], [-73.9751304, 40.7430825], [-73.9751135, 40.7431058], [-73.9750267, 40.7430696], [-73.9748643, 40.7432932], [-73.9750688, 40.7433784], [-73.9751486, 40.7432683], [-73.9760652, 40.7436501], [-73.9759847, 40.7437609], [-73.9761681, 40.7438387]]",137,surface,N/A,N/A,"[-73.97559749999999, 40.74345415]","[-1.2911177425050857, 0.7111074235528476]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9765971, 40.742219], [-73.9767366, 40.7420288], [-73.9765341, 40.7419436], [-73.9764548, 40.7420518], [-73.9755403, 40.7416668], [-73.9756205, 40.7415575], [-73.9754357, 40.7414797], [-73.975288, 40.741681], [-73.9753452, 40.7417051], [-73.9753128, 40.7417494], [-73.975467, 40.7418143], [-73.9754893, 40.7417838], [-73.9763523, 40.7421471], [-73.9763281, 40.7421802], [-73.9764992, 40.7422522], [-73.9765409, 40.7421953], [-73.9765971, 40.742219]]",137,surface,N/A,N/A,"[-73.97601230000001, 40.741865950000005]","[-1.2911249821308233, 0.7110797042336675]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9875608, 40.7336188], [-73.9872571, 40.7334887], [-73.9868972, 40.7339774], [-73.9872053, 40.7341061], [-73.9873468, 40.7339119], [-73.987417, 40.7338159], [-73.987455, 40.7337638], [-73.9875415, 40.7336455], [-73.9875608, 40.7336188]]",107,surface,N/A,N/A,"[-73.987229, 40.7337974]","[-1.2913207504770317, 0.7109388814703057]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9962267, 40.7670844], [-73.9961984, 40.7671255], [-73.9961229, 40.7672349], [-73.9954194, 40.7669411], [-73.9957695, 40.7664577], [-73.9961595, 40.7666181], [-73.9959867, 40.7668511], [-73.996139, 40.7669164], [-73.9961341, 40.766923], [-73.9962221, 40.7669607], [-73.9961633, 40.76704], [-73.99616, 40.7670386], [-73.9961503, 40.7670517], [-73.9962267, 40.7670844]]",50,surface,N/A,N/A,"[-73.99582305, 40.7668463]","[-1.2914707449456126, 0.711515693589468]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9812065, 40.7405875], [-73.9810478, 40.7405187], [-73.9809385, 40.7406689], [-73.9809093, 40.7407069], [-73.9808709, 40.7407595], [-73.9808695, 40.7407615], [-73.9810348, 40.7408303], [-73.9810766, 40.7407722], [-73.9811211, 40.7407103], [-73.9811309, 40.7407143], [-73.9811724, 40.7406566], [-73.9811603, 40.7406516], [-73.9812065, 40.7405875]]",137,surface,N/A,N/A,"[-73.981038, 40.7406745]","[-1.2912126971430407, 0.7110589095082945]"
NYCHA,parking,N/A,N/A,LineString,Unnamed,"[[-73.9801441, 40.7412656], [-73.9799591, 40.7411891], [-73.9799151, 40.7412486], [-73.9798145, 40.7412074], [-73.9797945, 40.7411995], [-73.9796697, 40.7413726], [-73.9799757, 40.7414992], [-73.9801441, 40.7412656]]",137,N/A,N/A,N/A,"[-73.9799069, 40.74134415]","[-1.2911929557238715, 0.7110705971056306]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.994253, 40.7104406], [-73.9941833, 40.7104162], [-73.9941458, 40.7101397], [-73.9942214, 40.7101695], [-73.994253, 40.7104406]]",45,lane,N/A,N/A,"[-73.9941994, 40.71029015]","[-1.2914424069072126, 0.7105286025597162]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9763307, 40.743616], [-73.976303, 40.743604], [-73.9762803, 40.7435946], [-73.9762978, 40.7435705], [-73.9761603, 40.7435132], [-73.9761436, 40.7435362], [-73.9752633, 40.7431696], [-73.975281, 40.7431452], [-73.9751304, 40.7430825], [-73.9751135, 40.7431058], [-73.9750267, 40.7430696], [-73.9748643, 40.7432932], [-73.9750688, 40.7433784], [-73.9751486, 40.7432683], [-73.9760652, 40.7436501], [-73.9759847, 40.7437609], [-73.9761681, 40.7438387], [-73.9763307, 40.743616]]]]",137,surface,N/A,N/A,"[-73.97572005555556, 40.74343404444444]","[-1.291119881503047, 0.7111070726447052]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9875608, 40.7336188], [-73.9872571, 40.7334887], [-73.9868972, 40.7339774], [-73.9872053, 40.7341061], [-73.9873468, 40.7339119], [-73.987417, 40.7338159], [-73.987455, 40.7337638], [-73.9875415, 40.7336455], [-73.9875608, 40.7336188]]]]",107,surface,N/A,N/A,"[-73.98736016666666, 40.733771877777784]","[-1.2913230397672337, 0.7109384360234956]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9962267, 40.7670844], [-73.9961503, 40.7670517], [-73.99616, 40.7670386], [-73.9961633, 40.76704], [-73.9962221, 40.7669607], [-73.9961341, 40.766923], [-73.996139, 40.7669164], [-73.9959867, 40.7668511], [-73.9961595, 40.7666181], [-73.9957695, 40.7664577], [-73.9954194, 40.7669411], [-73.9961229, 40.7672349], [-73.9961984, 40.7671255], [-73.9962267, 40.7670844]]]]",50,surface,N/A,N/A,"[-73.99607704285714, 40.766951971428576]","[-1.2914751779572462, 0.711517537903822]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9745556, 40.7382851], [-73.9749229, 40.7384407], [-73.9751601, 40.7380768], [-73.974815, 40.7379405], [-73.9745556, 40.7382851]]",137,surface,N/A,N/A,"[-73.97485785, 40.738190599999996]","[-1.2911048331772736, 0.7110155572750042]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9673445, 40.7778273], [-73.9673502, 40.7778049], [-73.9673582, 40.7777831], [-73.9673662, 40.7777613], [-73.9673742, 40.7777394], [-73.9673836, 40.7777129], [-73.9673892, 40.7776969], [-73.9673929, 40.7776864], [-73.9674022, 40.7776599], [-73.9674115, 40.7776334], [-73.9674178, 40.7776128], [-73.9674241, 40.7775922], [-73.9674304, 40.7775717], [-73.9674584, 40.7775775], [-73.9674864, 40.7775833], [-73.9675973, 40.7776054], [-73.9676242, 40.7776109], [-73.9676549, 40.7776149], [-73.9676442, 40.7776392], [-73.9676364, 40.7776617], [-73.9676286, 40.7776842], [-73.9676209, 40.7777067], [-73.967613, 40.7777298], [-73.9676052, 40.7777528], [-73.9675974, 40.7777759], [-73.9675898, 40.7777981], [-73.9675821, 40.7778203], [-73.967576, 40.777838], [-73.9675652, 40.7778683], [-73.9675559, 40.7778941], [-73.9675466, 40.7779199], [-73.9675395, 40.7779386], [-73.9675323, 40.7779573], [-73.9675251, 40.777976], [-73.9675113, 40.7779732], [-73.967501, 40.7779711], [-73.9674917, 40.7779692], [-73.9674671, 40.7779642], [-73.9674429, 40.7779594], [-73.9674187, 40.7779546], [-73.9673946, 40.7779498], [-73.9673596, 40.7779429], [-73.9673304, 40.777937], [-73.9673453, 40.7778845], [-73.9673546, 40.777886], [-73.9673636, 40.7778854], [-73.9673727, 40.7778848], [-73.9673896, 40.7778772], [-73.9673969, 40.7778648], [-73.9673969, 40.7778497], [-73.9673872, 40.7778385], [-73.967374, 40.7778333], [-73.9673445, 40.7778273]]",43,N/A,N/A,N/A,"[-73.96749265, 40.77777385]","[-1.2909762861872056, 0.7117064153161443]"
